time,perimeter,area,overl,location,diameter profile (pixels),Height (pixel intensity),length (pixels)
3310138,235.0538227558136,2558.0,91.0,[224 128],"[33.945067386047086, 34.26116061707174, 34.594296632171286, 33.8991343868895, 34.04173010401067, 32.96772348659309, 32.92197060354076, 32.87716412471161, 33.44338527900038, 33.59838910867554, 32.73141662754635, 32.7248186707032, 32.97519569112496, 32.86948986435295, 33.03860779269545, 33.55147615730967, 34.110334065642576, 32.45491253570864, 32.80651878741051, 33.207356390840886, 32.48845521207106, 32.70841438519575, 32.27859170091299, 32.25221269017588, 32.227013472080394, 32.19342730857274, 32.17115564331624, 32.150131192792195, 32.130375250977345, 32.11190982643001, 32.23370402887903, 32.07894218531518, 32.0644876332276, 32.05141894489585, 32.039761828813084, 32.02954276058428, 32.02078899250937, 32.57163786189264, 32.00779030852105, 32.003603869958496, 32.00099970689474, 32.0000091062986, 32.00066419371656, 32.00299794426263, 32.007044193787024, 32.01283765021896, 32.02041390507917, 32.02980944515788, 32.901415614397585, 32.06021887678905, 32.076113227814304, 32.09399892872878, 32.791342839399796, 33.05483399855861, 32.49497173623748, 32.186300788403926, 32.214786063852074, 32.25893184905921, 32.89130268724891, 32.466506854402766, 32.36813433938111, 33.17541132450836, 32.803756612361376, 32.49960528759625, 33.53885186664235, 33.15393958421271, 32.79358624920967, 32.71204812672459]","[537.177225749066, 548.8384682736, 567.814583846302, 576.3638999986397, 583.0638166695693, 588.7477860789847, 604.4841810186686, 607.9800304976723, 612.6343960634612, 617.4394563681245, 619.6078431372549, 633.3333333333333, 632.8092428009962, 629.4117647058823, 628.4999184230135, 627.4509803921568, 638.7931215486552, 637.6136436331948, 640.2926546234199, 642.1844870564863, 645.0113925581492, 648.787235683493, 661.4454188183008, 665.2379893792911, 669.027459662912, 675.1350096338286, 674.5098039215686, 676.2665882071617, 676.4705882352941, 676.4705882352941, 674.9314743417358, 682.3529411764706, 681.087209893502, 677.9842681128365, 675.3286359537808, 672.349988443724, 669.5702660482164, 666.7148485385543, 663.8108081899476, 660.241703590826, 655.3134324229551, 650.7936610611423, 645.0842003779247, 638.7686004844961, 631.6913479246579, 626.4619635160327, 621.754480435197, 614.8958049826183, 611.066195367648, 604.5395401042094, 599.8360983836277, 595.9854338980136, 582.3529411764706, 582.3529411764706, 582.3529411764706, 582.3529411764706, 583.036142981183, 585.775821333328, 589.1649525796254, 593.0646083916075, 584.6155638711683, 590.742129808734, 596.3364371803351, 602.4759145873523, 609.2323012630454, 614.0291803486126, 606.1946187160872, 612.1245792942826]",71.89949493661166
3310147,260.0071402788162,2585.5,99.0,[224 126],"[37.10170698741764, 36.1384391618292, 36.122861300656034, 36.94395759128148, 37.083547072610166, 37.235928429307975, 37.40177296626594, 36.512616301369874, 36.547938555994165, 36.58931399791158, 36.63689765837711, 36.841144806346755, 35.88490461042558, 35.85764055965384, 35.82970017201513, 35.80114142658436, 36.73121303501236, 35.730014008608315, 35.69980799755014, 35.656528074739526, 35.677137959476894, 35.78621746647192, 35.906285644378634, 36.03859799540205, 35.48817782313553, 35.45725299931857, 35.42657713123594, 35.504844667799986, 35.35405314283236, 35.32486452872145, 35.713180026579074, 35.25716613567022, 35.63105676465952, 35.64348893613827, 35.983254866568046, 35.15656635647729, 35.1342644619624, 35.11330001809284, 35.50877932699025, 35.075790355864186, 35.05945154607778, 35.04486286616351, 35.032130175100136, 35.02136025598432, 35.01266073334445, 35.66480484712533, 35.00190705882414, 35.00007156340569, 35.00074358439459, 35.00618920858807, 36.1010102486631, 35.0234375113062, 35.03650080189968, 35.052671251784815, 35.07205938489831, 35.579494007153585, 35.12092883232674, 35.96488380971507, 35.207128392113894, 35.221100815912116, 35.82650533706668, 35.30704623324681, 35.35608377798602, 35.432593687140084, 35.491895814650476, 36.38278488674081, 35.84316608677523, 36.50955831672988, 36.1975428312973, 36.85004167287609, 36.26059551724204]","[531.444702997932, 550.2479163701145, 565.4025898095075, 580.8259909253918, 598.4996594022446, 606.0819062153423, 611.7325724529131, 614.6228969648251, 617.3448758259703, 633.6277826041963, 635.7470519812582, 639.2156862745097, 639.2156862745097, 654.5321538864158, 652.6373431652685, 650.9803921568628, 650.9803921568628, 650.9803921568628, 664.3010982823296, 663.8627931932958, 664.7058823529411, 665.6748080996983, 667.5573602537734, 681.3253367285955, 686.6625475093571, 688.235294117647, 690.2722284114842, 694.0305056443308, 696.078431372549, 709.1173428300041, 711.0004825841246, 714.541544136208, 713.7254901960785, 711.9960745542274, 710.1208265918292, 708.247013390788, 704.9057967535073, 702.5422170804106, 710.2889093465093, 705.7047367750754, 701.936140374233, 697.2510140359402, 692.4370003577221, 688.6660834503566, 684.2024987066624, 679.1567937745219, 674.8314148496513, 669.1566952567744, 663.8849820895633, 656.2510113435477, 648.6436880988974, 642.039737079794, 636.3086586593765, 631.4860979803947, 629.4117647058823, 629.4117647058823, 615.6862745098039, 616.3077473783624, 618.2377033704337, 620.1760661503673, 621.5686274509803, 622.6713485730891, 626.6069166155814, 632.2115582923175, 623.7798284901809, 630.0243388365262, 636.8592652612722, 642.9110687445603, 647.705800391131, 640.1229766175212, 645.2175249840437]",75.72792206135786
3310156,245.29646337032318,2721.5,95.0,[225 127],"[36.13154395012465, 36.363986983954334, 36.60804213934981, 35.27071239988, 35.40926208531666, 35.59653939103695, 35.86909376546486, 35.11359044661886, 35.28089639177165, 35.45963669530876, 35.65075535020187, 35.855286336311416, 34.888659797365335, 36.31743638207101, 36.716534942874674, 34.75856567079511, 34.72147088915852, 34.684887722743845, 34.648847240185425, 35.07138583752895, 35.21910752631402, 35.379029026613104, 34.48349560766908, 34.45126651706329, 34.41980804845713, 34.43475123903377, 35.01616930130294, 34.31870225499897, 34.55939792023068, 35.11760052063606, 34.238803195147405, 34.878004784241696, 34.18133753006586, 34.15946976314102, 34.13879851805089, 34.11936757946897, 34.10122153458219, 34.49645805801368, 34.06896654999899, 34.05495089008313, 34.042406702493366, 34.03138273698271, 34.02192860282653, 34.8772763487215, 34.00793261009311, 34.0034943360067, 34.000833075290274, 34.00000284221136, 34.00105854946391, 34.004056012515576, 34.00905195328227, 34.01610400310916, 34.02970102699167, 34.041960012235776, 34.05647875007839, 34.07331890327804, 34.09254304733166, 34.114214668600724, 34.13839816163779, 34.54862209487947, 34.194562860508555, 34.22667736107309, 35.01942738601586, 34.41349818505895, 34.33996790862588, 34.38361290677044, 34.45057554551066, 34.50172960430447, 34.55611881542519, 35.153937868846185, 35.67380153773039, 35.30349713073381]","[561.182852810911, 569.7233049149404, 577.2873563598872, 592.5788040425934, 598.1067083420666, 600.9410414467233, 602.8272718276222, 616.7571055124964, 618.6489237804807, 619.6078431372549, 619.6078431372549, 619.6078431372549, 635.0365173256426, 632.3600485738801, 630.4697531627218, 629.4117647058823, 641.1764705882352, 641.1764705882352, 641.3928861002447, 644.0668068606908, 645.9552192286479, 657.2979479036975, 661.1331442948303, 663.8322635406053, 666.7413634890061, 669.574010698977, 671.4618924645264, 685.6245095463555, 686.2745098039215, 687.4540723269469, 689.3471735934614, 686.5437303937855, 686.2745098039215, 686.2745098039215, 686.2745098039215, 683.1991946996244, 688.884079058766, 684.4843347536454, 679.9763208537566, 676.1791339335114, 671.3180878501028, 666.6237791255787, 662.82570574998, 658.1477648982732, 653.2653267589869, 647.9456005641981, 641.7368347614181, 637.2864404166461, 630.983122161586, 623.3547045855, 616.6824513730177, 612.8592534935024, 607.4431854663446, 603.606084588791, 601.9607843137254, 601.9607843137254, 602.9939678447666, 603.9215686274509, 592.156862745098, 593.7061044040015, 596.8254020012982, 599.489465588388, 603.3797913255564, 607.9839750131586, 613.8607635791603, 619.0558664979689, 613.4587087432369, 618.139184817562, 623.3390935411002, 626.7608776910442, 630.0665823975506, 622.5131485787464]",76.72792206135786
3310205,252.1248904466629,2861.5,103.0,[225 125],"[37.254438907915535, 37.3295855478142, 36.89506932438374, 37.03492861753609, 37.18406601529681, 37.342962154444194, 37.512140419389546, 36.409188440513574, 36.516833070962576, 36.63231524922469, 36.75627147452611, 36.73723959007807, 36.95063775035715, 37.19566638804751, 37.456498495634314, 35.98698314178283, 36.07915696719148, 36.2664913628699, 36.565044634866304, 36.89167568399196, 36.136477167287836, 36.286110609625915, 36.548930239884015, 35.70175639379342, 36.69778764926038, 37.160234016889135, 36.387149826697765, 36.5159574227478, 35.52043368595295, 35.474734048757405, 35.44302241154806, 35.4118796636469, 35.458021001443505, 35.95209098066263, 36.709247544391204, 35.5041112503897, 36.15177014732616, 36.0607072677983, 37.13372507527446, 35.17145818294037, 35.149275813769464, 35.1283572478852, 35.108768694944914, 35.4553547380818, 35.0738471423594, 35.05864708319977, 35.045042811935744, 35.03310074143582, 35.02288716212465, 35.0144681850454, 35.00575345308501, 35.00193792872703, 35.000140577562604, 35.00042601559208, 35.0028583566337, 35.007501150793175, 35.01441732261504, 35.039256737682656, 35.0353179973093, 35.0494246629246, 35.066048907852235, 35.35474486361715, 35.10708460763998, 35.13161074843446, 35.158883720698675, 35.67967589402913, 36.10863897963878, 35.42483479650208, 35.2965156212035, 35.33831516775541, 35.402653834500455, 35.45190610962279, 35.504321997161796, 36.55517624478543, 36.04697696688123, 36.45978558909097]","[533.1357021295812, 549.4922313808412, 566.7161367741494, 584.5066912907815, 591.1577854787482, 595.9526652723619, 599.7562445753424, 610.8556978661624, 611.7647058823529, 611.7647058823529, 610.8979386230787, 621.5686274509803, 620.5519985301992, 618.6583976195157, 616.7677952079003, 631.3725490196078, 631.3725490196078, 630.3969904618515, 628.5120615445028, 641.1764705882352, 641.1764705882352, 641.1764705882352, 641.1764705882352, 653.3972962211585, 656.06037088163, 657.9399785888698, 659.8167349869458, 662.5970306686457, 665.522617050919, 679.6048649222566, 682.5691266966068, 686.3159516865383, 688.235294117647, 689.8745796095735, 691.431107398337, 701.1521176736544, 700.894754108304, 698.2459187340561, 696.3743721926543, 692.929241971146, 689.1898134324165, 685.4516236410504, 681.7142444353225, 677.977223065424, 674.2400820186742, 668.4556180957529, 674.805561682745, 671.0365214643341, 667.264875118487, 662.8820914803084, 653.5446536990669, 647.2257463615747, 640.3536209742231, 632.759924648622, 626.2172492180881, 620.500099403115, 617.6470588235294, 615.8215577390965, 613.7254901960785, 613.7254901960785, 600.0, 600.6461813276483, 601.9607843137254, 602.5483957956199, 604.491267243736, 607.002460662181, 610.922339717217, 614.8609093458258, 619.9915153995332, 626.7201861427419, 620.0245956201132, 626.4788454333828, 631.9692556587049, 636.0192823146268, 640.0966782202337, 628.575460869569]",81.55634918610404
3310214,258.3675310611725,2947.0,108.0,[226 126],"[38.395752198966306, 37.37372516044725, 37.896288015424496, 37.96100944166358, 38.03425930531408, 38.11626947235065, 38.20730484534952, 38.30766525956916, 38.46617774198678, 38.59051721083681, 37.22456148555618, 37.20365993603046, 37.22251804145461, 37.33738323062559, 37.459130576634266, 37.99640108712495, 38.03901381510501, 37.05909221539403, 37.20881007033307, 36.979933342539184, 36.98929952267201, 37.04125755196266, 37.267335013788184, 37.56303452754492, 36.816477224756696, 36.812807504180086, 37.055423194226336, 37.318075301600985, 37.20090032382103, 37.59544654168129, 38.05711190688727, 37.530697298328825, 36.546122447155156, 36.51410836941703, 36.46929201311464, 36.43802441471044, 36.45625393053004, 36.60504188490075, 36.81102994215067, 36.30619553115095, 36.27817569503747, 36.87232898724252, 37.16518475059457, 36.88290546282992, 36.165741434277415, 36.143295061804004, 36.1221453889333, 36.10237791033718, 36.38776203634203, 36.06733527022836, 36.05223468181822, 36.038865313348346, 36.02731588162165, 36.017675558054016, 36.01003389943909, 36.0044807762112, 36.001106298256815, 36.00022864742402, 36.00248607432607, 36.00723054516506, 36.01455228116762, 36.024541302224854, 36.037287339141585, 36.05287974426537, 36.0714074006718, 36.092958630097016, 36.11762109982334, 36.145481728737415, 37.086534035025295, 37.155943473221335, 36.24910854608079, 36.29061271838604, 36.824840801990064, 36.40588046409482, 36.460066750862, 36.51813990909412, 37.290579298524015, 37.55150028390223, 36.82865482118549, 36.7907802471277, 36.86938114554721]","[509.3915523688532, 538.6727465226994, 569.4709412276654, 589.6348152987473, 601.9115484097885, 611.4603877855278, 618.1954970959368, 631.4066878754245, 635.248448773552, 637.2549019607843, 647.0588235294117, 646.0289414524194, 643.1676350518613, 639.3779000654789, 634.7590954869443, 644.9434743392413, 642.1452897996645, 640.2520153665383, 639.2156862745097, 656.8627450980392, 655.8259930443388, 654.9019607843137, 654.9019607843137, 668.6274509803922, 668.6274509803922, 669.6553772227132, 669.6359622880543, 669.5014171717241, 684.313725490196, 686.5407698435001, 689.2705765714006, 692.1048910686866, 694.1176470588235, 708.7473795189193, 714.0702892704203, 716.7573104463069, 718.6339694202298, 719.6078431372549, 718.7960944031583, 730.1340776793734, 729.4117647058823, 727.2654967943766, 725.4901960784314, 722.1357452297307, 716.8024286320039, 714.187140850717, 710.9082695045327, 705.8518389460512, 701.4703717860704, 707.7767832401388, 704.010752825229, 700.2438603486576, 695.6937256223005, 690.7444718149144, 685.7078301798546, 678.1554936651715, 670.595276224493, 659.8872662377556, 654.5823682104734, 649.7042206271649, 646.037362351332, 643.1619385405006, 641.1764705882352, 641.1764705882352, 641.1764705882352, 630.0756115111412, 631.9930571985689, 633.3333333333333, 634.4435413069675, 638.3232653100547, 642.2202824931276, 646.6547256495544, 653.6681541534152, 657.6337690560069, 652.2745272090982, 658.236014040837, 663.085306334535, 665.9090349471968, 667.9367501585067, 656.7796424983014, 659.8399360228459]",86.97056274847714
3310223,265.6812393665314,3008.0,115.0,[226 125],"[40.273722525664354, 40.33320536467802, 40.39436140836412, 40.45749909880467, 39.920425253473994, 39.990859378687404, 40.069346288133616, 40.156121054767794, 40.44022064011726, 40.45231513051337, 40.51867508231227, 39.45285220407822, 39.43013055002738, 39.447260776654005, 39.47169680037517, 40.311219724989755, 40.35192530006158, 39.28929595842404, 40.12656012318536, 40.345331714474554, 39.38429445245959, 39.75931702023131, 39.93271630100077, 39.07642878737015, 39.042766465673665, 39.00862229929274, 38.97405206788659, 39.505405829282594, 39.58937762487993, 39.68020129061849, 39.7785115088573, 38.81798635957789, 39.10979972217943, 38.69541026670231, 38.86553058037792, 39.367815356833276, 39.91278297398027, 38.90743424757714, 39.34846687399012, 38.47137360633447, 38.438075661298015, 38.405418409825984, 38.36047022346082, 38.32966267435921, 38.299748078000945, 38.25911241921234, 38.321415197362796, 38.92061261805014, 38.94643568218481, 38.15651825900309, 38.13412431135462, 38.113184156215894, 38.093773684793646, 38.075968621711624, 38.059844450192855, 38.04547633630406, 38.03293905237376, 38.022306899704695, 38.013653630708916, 38.0070523706032, 38.002575538809545, 38.0002947702139, 38.000280836443125, 38.004266322872695, 38.01001080632341, 38.0182561841993, 38.02906848536313, 38.04251245695015, 38.05865148996658, 38.077547546261485, 38.099261087066964, 38.12385100330178, 38.61863091881925, 38.181887269882154, 38.21544295177995, 38.72318678818308, 38.29188912826872, 38.33487782012955, 38.75168116861326, 38.4306170385717, 38.483453664499926, 39.20954038861433]","[543.8263758546818, 567.5418025138962, 587.5510922871352, 603.1563040877986, 625.6524577532895, 634.2202437592289, 639.0354980213756, 651.4094509498851, 654.9019607843137, 654.9019607843137, 653.151090491795, 656.7200370127954, 653.9105355431678, 650.1529679024186, 643.5967719233689, 648.7106595147924, 641.1219348564986, 634.470082033126, 646.7458428982193, 645.0980392156863, 645.0980392156863, 643.3816885894126, 656.4929145679796, 654.9019607843137, 653.8776300029917, 653.8910755806869, 670.5882352941176, 671.7241213204456, 672.5490196078431, 672.5490196078432, 674.3518862133016, 688.2352941176471, 688.917527568266, 692.156862745098, 694.0713917547126, 697.8220916051504, 712.2021321928376, 714.8617191439598, 716.7397997076952, 717.6470588235294, 717.6470588235294, 717.6470588235294, 726.2438301755487, 723.2369311984239, 719.4788055071236, 715.9072936625527, 712.3746998744037, 707.0511782681249, 702.9101008019376, 699.1590920317975, 695.4081009248881, 699.8026956534853, 695.015009316203, 690.2808598323622, 685.627950330824, 679.1461656923772, 672.3016887388734, 665.9376078960523, 658.3391651574628, 651.2826048201148, 645.566250616953, 640.7308152528416, 638.8180553910968, 637.2549019607843, 636.1427644774267, 635.2941176470588, 635.2941176470588, 635.2941176470588, 636.3148335443176, 638.2693054784595, 640.2313649910001, 643.2265714968432, 637.8976686510441, 642.9326925440995, 647.7918803850313, 653.7641628569138, 658.7999828340573, 662.8255629827188, 665.7904281204042, 668.9886674514181, 661.7211663619579, 663.7675207164186]",87.97056274847714
3310240,,,,,,,
3310249,,,,,,,
3310316,,,,,,,
3310325,,,,,,,
3310334,,,,,,,
3310343,,,,,,,
3310351,,,,,,,
3310400,,,,,,,
3310409,,,,,,,
3310436,,,,,,,
3310445,,,,,,,
3310454,,,,,,,
