138,14
130,17
118,4
123,18
9.5,64
16,62
16,62
17,62
18,62
19,62
20,62
21,61
22,61
23,61
24,61
25,61
26,61
27,60
28,60
29,60
30,60
31,60
32,60
33,59
34,59
35,59
36,58
37,58
38,57
39,57
40,57
41,57
42,57
43,56
44,56
45,56
46,55
47,55
48,54
49,54
50,54
51,53
52,53
53,53
54,53
55,52
56,52
57,52
58,51
59,51
60,51
61,50
62,50
63,50
64,49
65,49
66,48
67,48
68,48
69,47
70,47
71,46
72,46
73,46
74,45
75,45
76,45
77,44
78,44
79,43
80,43
81,42
82,42
83,42
84,41
85,41
86,40
87,40
88,40
89,40
90,40
91,39
92,39
93,38
94,38
95,38
96,37
97,37
98,36
99,36
100,35
101,35
102,34
103,33
104,33
105,32
106,32
107,31
108,30
109,30
110,29
111,28
112,27
113,27
114,26
115,25
116,24
117,24
118,23
119,22
120,21
121,20
122,20
123,19
123,18
124,18
125,18
126,18
127,18
128,17
129,17
130,17
129,17
128,17
127,18
126,18
125,18
124,18
123,19
122,20
121,20
120,21
119,22
118,23
117,24
116,24
115,25
114,26
113,27
112,27
111,28
110,29
109,30
108,30
107,31
106,32
105,32
104,33
103,33
102,34
101,35
100,35
99,36
98,36
97,37
96,37
95,38
94,38
93,38
92,39
91,39
90,40
89,40
88,40
87,40
86,40
85,41
84,41
83,42
82,42
81,42
80,43
79,43
78,44
77,44
76,45
75,45
74,45
73,46
72,46
71,46
70,47
69,47
68,48
67,48
66,48
65,49
64,49
63,50
62,50
61,50
60,51
59,51
58,51
57,52
56,52
55,52
54,53
53,53
52,53
51,53
50,54
49,54
48,54
47,55
46,55
45,56
44,56
43,56
42,57
41,57
40,57
39,57
38,57
37,58
36,58
35,59
34,59
33,59
32,60
31,60
30,60
29,60
28,60
27,60
26,61
25,61
24,61
23,61
22,61
21,61
20,62
19,62
18,62
17,62
16,62
1,1
145,77
