116.5,29
112,31
123,47
105,32
107,15
95,26
9,20.5
18,20
18,20
19,20
20,20
21,20
22,20
23,20
24,20
25,20
26,20
27,20
28,20
29,20
30,20
31,21
32,21
33,21
34,21
35,21
36,21
37,21
38,22
39,22
40,22
41,22
42,22
43,22
44,22
45,22
46,23
47,23
48,23
49,23
50,23
51,23
52,23
53,24
54,24
55,24
56,24
57,24
58,24
59,24
60,24
61,24
62,24
63,25
64,25
65,25
66,25
67,25
68,25
69,25
70,25
71,25
72,25
73,25
74,25
75,25
76,25
77,25
78,25
79,25
80,25
81,25
82,25
83,25
84,25
85,25
86,25
87,25
88,25
89,26
90,26
91,26
92,26
93,26
94,26
95,26
96,27
97,28
98,28
99,29
100,29
101,30
102,30
103,31
104,32
105,32
106,31
107,31
108,31
109,31
110,31
111,31
112,31
111,31
110,31
109,31
108,31
107,31
106,31
105,32
104,32
103,31
102,30
101,30
100,29
99,29
98,28
97,28
96,27
95,26
94,26
93,26
92,26
91,26
90,26
89,26
88,25
87,25
86,25
85,25
84,25
83,25
82,25
81,25
80,25
79,25
78,25
77,25
76,25
75,25
74,25
73,25
72,25
71,25
70,25
69,25
68,25
67,25
66,25
65,25
64,25
63,25
62,24
61,24
60,24
59,24
58,24
57,24
56,24
55,24
54,24
53,24
52,23
51,23
50,23
49,23
48,23
47,23
46,23
45,22
44,22
43,22
42,22
41,22
40,22
39,22
38,22
37,21
36,21
35,21
34,21
33,21
32,21
31,21
30,20
29,20
28,20
27,20
26,20
25,20
24,20
23,20
22,20
21,20
20,20
19,20
18,20
1,1
123,48
