108.5,12
104,12
3,24
16,25
16,25
17,25
18,25
19,25
20,25
21,25
22,25
23,25
24,25
25,25
26,25
27,25
28,25
29,25
30,25
31,25
32,25
33,25
34,26
35,26
36,26
37,26
38,26
39,26
40,26
41,26
42,26
43,26
44,26
45,26
46,26
47,26
48,26
49,25
50,25
51,25
52,25
53,25
54,25
55,24
56,24
57,24
58,24
59,24
60,23
61,23
62,23
63,22
64,22
65,22
66,22
67,22
68,22
69,22
70,21
71,21
72,21
73,21
74,21
75,21
76,20
77,20
78,20
79,19
80,19
81,19
82,18
83,18
84,18
85,17
86,17
87,17
88,16
89,16
90,15
91,15
92,15
93,15
94,14
95,14
96,14
97,14
98,13
99,13
100,13
101,13
102,12
103,12
104,12
103,12
102,12
101,13
100,13
99,13
98,13
97,14
96,14
95,14
94,14
93,15
92,15
91,15
90,15
89,16
88,16
87,17
86,17
85,17
84,18
83,18
82,18
81,19
80,19
79,19
78,20
77,20
76,20
75,21
74,21
73,21
72,21
71,21
70,21
69,22
68,22
67,22
66,22
65,22
64,22
63,22
62,23
61,23
60,23
59,24
58,24
57,24
56,24
55,24
54,25
53,25
52,25
51,25
50,25
49,25
48,26
47,26
46,26
45,26
44,26
43,26
42,26
41,26
40,26
39,26
38,26
37,26
36,26
35,26
34,26
33,25
32,25
31,25
30,25
29,25
28,25
27,25
26,25
25,25
24,25
23,25
22,25
21,25
20,25
19,25
18,25
17,25
16,25
1,1
114,43
