time,perimeter,area,overl,location,diameter profile (pixels),Height (nm),Height Profile (nm),Distance Profile (nm),length (pixels)
3301940,,,,,,,,,
3302004,,,,,,,,,
3302013,,,,,,,,,
3302022,,,,,,,,,
3302032,,,,,,,,,
3302040,,,,,,,,,
