time,perimeter,area,overl_set,centers_set
10061218,262.9360725879669,2842.0,0.0,[384  25]
10061230,101.84061968326569,607.5,0.0,[401  14]
10061241,174.02438521385193,1599.0,0.0,[381  21]
10061303,319.0782079696655,4817.0,0.0,[393  14]
10061315,86.76955199241638,446.0,0.0,[373  10]
10061326,339.1787132024765,4835.5,0.0,[372  11]
