106,14.5
93,17
51,19
54,33
3.5,48.5
9,50
9,50
10,50
11,50
12,49
13,49
14,49
15,49
16,49
17,49
18,49
19,49
20,48
21,48
22,48
23,47
24,47
25,47
26,46
27,46
28,46
29,45
30,45
31,45
32,44
33,44
34,43
35,43
36,43
37,42
38,42
39,41
40,41
41,40
42,40
43,40
44,39
45,38
46,38
47,37
48,36
49,36
50,35
51,35
52,34
53,33
54,33
55,33
56,33
57,33
58,32
59,32
60,31
61,31
62,31
63,30
64,29
65,29
66,29
67,29
68,28
69,28
70,28
71,27
72,27
73,26
74,26
75,25
76,24
77,23
78,23
79,22
80,22
81,21
82,21
83,20
84,20
85,19
86,19
87,18
88,18
89,17
90,17
91,17
92,17
93,17
92,17
91,17
90,17
89,17
88,18
87,18
86,19
85,19
84,20
83,20
82,21
81,21
80,22
79,22
78,23
77,23
76,24
75,25
74,26
73,26
72,27
71,27
70,28
69,28
68,28
67,29
66,29
65,29
64,29
63,30
62,31
61,31
60,31
59,32
58,32
57,33
56,33
55,33
54,33
53,33
52,34
51,35
50,35
49,36
48,36
47,37
46,38
45,38
44,39
43,40
42,40
41,40
40,41
39,41
38,42
37,42
36,43
35,43
34,43
33,44
32,44
31,45
30,45
29,45
28,46
27,46
26,46
25,47
24,47
23,47
22,48
21,48
20,48
19,49
18,49
17,49
16,49
15,49
14,49
13,49
12,49
11,50
10,50
9,50
1,1
109,60
