151,5
145,7
122,20
120,19
39,48
43,61
5.5,75
9,75
9,75
10,75
11,75
12,75
13,75
14,75
15,74
16,74
17,74
18,74
19,74
20,73
21,73
22,73
23,72
24,72
25,71
26,71
27,70
28,70
29,70
30,69
31,69
32,68
33,67
34,66
35,66
36,66
37,65
38,64
39,64
40,63
41,62
42,62
43,61
44,61
45,61
46,61
47,60
48,60
49,59
50,59
51,59
52,59
53,58
54,58
55,57
56,56
57,56
58,56
59,55
60,55
61,54
62,54
63,53
64,53
65,52
66,51
67,51
68,50
69,49
70,49
71,48
72,47
73,47
74,46
75,46
76,45
77,45
78,44
79,43
80,42
81,41
82,41
83,40
84,40
85,39
86,38
87,38
88,37
89,36
90,35
91,35
92,34
93,34
94,33
95,33
96,32
97,31
98,31
99,30
100,29
101,29
102,29
103,28
104,27
105,27
106,26
107,26
108,25
109,24
110,24
111,23
112,23
113,22
114,21
115,20
116,20
117,19
118,19
119,19
120,18
120,17
121,16
122,16
123,15
124,15
125,14
126,14
127,13
128,13
129,12
130,12
131,11
132,11
133,10
134,10
135,9
136,9
137,9
138,8
139,8
140,8
141,8
142,7
143,7
144,7
145,7
144,7
143,7
142,7
141,8
140,8
139,8
138,8
137,9
136,9
135,9
134,10
133,10
132,11
131,11
130,12
129,12
128,13
127,13
126,14
125,14
124,15
123,15
122,16
121,16
120,17
120,18
120,19
119,19
118,19
117,19
116,20
115,20
114,21
113,22
112,23
111,23
110,24
109,24
108,25
107,26
106,26
105,27
104,27
103,28
102,29
101,29
100,29
99,30
98,31
97,31
96,32
95,33
94,33
93,34
92,34
91,35
90,35
89,36
88,37
87,38
86,38
85,39
84,40
83,40
82,41
81,41
80,42
79,43
78,44
77,45
76,45
75,46
74,46
73,47
72,47
71,48
70,49
69,49
68,50
67,51
66,51
65,52
64,53
63,53
62,54
61,54
60,55
59,55
58,56
57,56
56,56
55,57
54,58
53,58
52,59
51,59
50,59
49,59
48,60
47,60
46,61
45,61
44,61
43,61
42,62
41,62
40,63
39,64
38,64
37,65
36,66
35,66
34,66
33,67
32,68
31,69
30,69
29,70
28,70
27,70
26,71
25,71
24,72
23,72
22,73
21,73
20,73
19,74
18,74
17,74
16,74
15,74
14,75
13,75
12,75
11,75
10,75
9,75
1,1
155,85
