103,10.5
100,12
3.5,21.5
17,22
17,22
18,22
19,22
20,22
21,22
22,22
23,22
24,22
25,22
26,22
27,22
28,22
29,22
30,22
31,22
32,22
33,22
34,22
35,22
36,22
37,23
38,23
39,23
40,23
41,23
42,23
43,23
44,23
45,23
46,23
47,23
48,23
49,23
50,23
51,23
52,23
53,23
54,23
55,22
56,22
57,22
58,21
59,21
60,21
61,21
62,21
63,20
64,20
65,20
66,20
67,19
68,19
69,19
70,19
71,19
72,19
73,18
74,18
75,18
76,18
77,18
78,18
79,17
80,17
81,17
82,16
83,16
84,16
85,15
86,15
87,15
88,15
89,14
90,14
91,14
92,13
93,13
94,13
95,13
96,12
97,12
98,12
99,12
100,12
99,12
98,12
97,12
96,12
95,13
94,13
93,13
92,13
91,14
90,14
89,14
88,15
87,15
86,15
85,15
84,16
83,16
82,16
81,17
80,17
79,17
78,18
77,18
76,18
75,18
74,18
73,18
72,19
71,19
70,19
69,19
68,19
67,19
66,20
65,20
64,20
63,20
62,21
61,21
60,21
59,21
58,21
57,22
56,22
55,22
54,23
53,23
52,23
51,23
50,23
49,23
48,23
47,23
46,23
45,23
44,23
43,23
42,23
41,23
40,23
39,23
38,23
37,23
36,22
35,22
34,22
33,22
32,22
31,22
30,22
29,22
28,22
27,22
26,22
25,22
24,22
23,22
22,22
21,22
20,22
19,22
18,22
17,22
1,1
109,41
