time,perimeter,area,overl,location,diameter profile (pixels),Height (nm),length (pixels)
3301940,607.1198381185532,11326.5,0,[248 161],"[66.78412298058787, 66.89169631422163, 67.07294766782633, 67.25939528524091, 66.38213726734034, 66.41989541276351, 66.47761726754068, 66.63704002613589, 66.84389945197526, 65.96002747682167, 66.04412184322581, 66.12905390810648, 66.21488667543754, 66.39316131877492, 65.53815730682447, 65.571860824739, 65.65468431719617, 65.8427844334767, 65.02629822332986, 64.96965051082599, 65.0520224604289, 65.317766003143, 65.591993535982, 64.72083137861723, 64.81505120566213, 65.22929914605591, 65.31577778271654, 65.55497699547081, 64.44875373557961, 64.53009263291592, 64.81019935878024, 64.2112614762925, 64.18033088741923, 64.39594213915211, 64.7030683249132, 64.94141161404329, 65.33260940188134, 63.86265548749077, 64.2181511403059, 63.727489636176955, 63.89950260971263, 64.19343983987198, 64.10341877162571, 64.56869906151894, 65.05322905791039, 64.28487021396731, 64.19805571424256, 63.30086305110955, 63.25520121179078, 63.32740139014064, 63.468440570783685, 64.03664992553514, 63.07751010888006, 63.514621256153596, 63.975299192582256, 62.93619503212068, 62.89599238251496, 62.841043846810614, 62.80384743449271, 62.76798190379269, 62.87947964745153, 63.41361797089857, 63.0340215743391, 63.75763780793389, 63.19727373278636, 63.343061279125266, 63.493138742134846, 62.51405719940586, 62.4789432121789, 62.45529188024652, 62.432583174771494, 62.84238352676367, 62.389880124101126, 62.54176690657559, 63.212713968171315, 62.324805604504576, 62.30749070140929, 62.2909211573631, 62.27507279329484, 62.253845149874024, 62.23964151894296, 62.305488609054535, 62.442163821769405, 62.74010593794037, 63.6836565883528, 62.88317063297275, 63.041436078683816, 62.157024348429466, 62.14737899281768, 62.138215489716494, 62.12951585564794, 62.12126255374274, 62.646413664642566, 62.10602698970431, 62.09901182398686, 62.092377169884514, 62.086107620541426, 62.0801881755652, 62.0746042348658, 62.06725257094895, 62.0624208160614, 62.057877653575666, 62.05361018059411, 62.04960586373422, 62.04585253390992, 62.042338381256585, 62.03905195019877, 62.908038229049275, 62.03311817341191, 62.030449645567515, 62.02796646620817, 62.02565888215287, 62.02351746786336, 62.02153312148609, 62.019661292181254, 62.01786428074118, 62.016143521409575, 62.014500473057794, 62.01293661965657, 62.01145347075749, 62.01005256198445, 62.25885389781415, 62.00750374069378, 62.00635903435264, 62.00530298154696, 62.26229286009752, 62.782506478157515, 62.00268362835423, 62.00199922220468, 62.00141213638095, 62.00092419662603, 62.00053726088969, 62.00025321995945, 62.000073998105, 62.000001553736425, 62.00003788007653, 62.00018500584774, 62.00044499597367, 62.00081995229599, 62.00131201430678, 62.00221204607746, 62.915105407739624, 62.0039044148378, 62.00493997067076, 62.00610490251486, 62.00740160987074, 62.0088325358422, 62.010400168015096, 62.012107039355726, 62.01395572912916, 62.015948863838084, 62.01808911818247, 62.02037921604081, 62.022821931473274, 62.870398941863414, 62.028176568387444, 62.03109429824573, 62.03417626460063, 62.03882111157734, 62.44309643086575, 62.04597818790205, 62.05146744663143, 62.055569016556056, 62.92312214275806, 62.064334110046104, 62.069004603244494, 62.07387181730658, 62.07893940434525, 62.084211085942, 62.08969065461512, 62.095381975322155, 62.101288986997524, 62.107415704126346, 63.07864339035331, 63.707286553221365, 62.85484761452646, 62.75422448767803, 62.6604817148533, 62.57319301881179, 62.491967510130735, 62.41644594000927, 62.34629742093553, 62.28121654848553, 62.22092086818063, 62.20349855089845, 62.213001569423085, 62.222791613938405, 63.16731798369439, 62.54970885467274, 62.25393852385639, 62.81081986327912, 63.25880752715148, 62.72143034654349, 62.681808593884014, 62.91850801978852, 62.361423539754924, 62.348740243749816, 62.362366765423246, 63.35844612947567, 63.25066044641166, 63.2184984671175, 63.188936889013455, 63.161861360220584, 63.137163106285215, 62.48222873528904, 62.499332794291185, 62.51686896393625, 63.48893437850824, 62.99589216803657, 62.5721546624437, 62.5915046901967, 62.61133044081268, 62.63164119434204, 62.65244642697325, 62.67375581566472, 63.56509602134575, 63.555620133244176, 64.30822395581056, 63.82993781966549, 63.53556750171643, 63.531475628863376, 63.5285857604496, 63.526844474806516, 63.5262002640909, 64.11243572260685, 63.665961657421796]","[607.7331490461133, 612.9572830162831, 624.9181025415779, 631.8959412428753, 635.6432822910231, 644.4226556186084, 648.174964154391, 647.9834487188888, 654.9019607843137, 654.9019607843137, 654.9019607843137, 660.6434828037623, 660.53664282051, 660.4180237726825, 662.2480906698587, 668.4513862593479, 668.8454110999365, 673.8947730143955, 676.966416096244, 680.1394470808017, 681.9286460923074, 681.7434109841599, 682.3529411764706, 678.5404872192412, 677.8856233057684, 675.8527501017794, 672.2732784844512, 674.0078541540445, 670.2894483619558, 667.9778337723247, 666.382417863127, 664.3643662471827, 662.2021382287993, 657.9199929282918, 653.0941775053128, 655.8844534055718, 650.2256655630606, 643.1894576144705, 639.4283453308682, 638.9708388778301, 636.230825262456, 633.4077042872091, 626.4600921310711, 624.946037194135, 621.5686274509803, 618.7089279289335, 612.3949829815075, 616.4919512493398, 613.5384641762244, 610.7735612216776, 608.8970311173349, 607.0219288077924, 602.8625266789691, 607.843137254902, 606.8615922784926, 604.9845173307525, 603.9215686274509, 603.9215686274509, 610.6643303092487, 609.8039215686274, 609.8039215686274, 608.9462797456923, 607.843137254902, 607.843137254902, 607.843137254902, 615.6862745098039, 615.6862745098039, 615.6862745098039, 615.6862745098039, 615.6862745098039, 615.6862745098039, 615.6862745098039, 615.6862745098039, 618.100644007538, 623.2714193652304, 621.8967501122594, 620.0057793223151, 619.6078431372549, 619.6078431372549, 617.4681937054762, 615.6862745098039, 618.6665642215052, 613.2699061140203, 619.6078431372549, 617.9553601165752, 617.6470588235294, 614.5822520161901, 612.2522214156593, 608.935173282663, 605.1293069193797, 601.3221030376193, 596.2702954817995, 591.7427765619518, 586.7990395326971, 581.0797895665462, 577.4070312162207, 573.5562625829656, 568.7496627055062, 565.7987875763531, 561.4885921893734, 567.1564044683607, 565.2411925059026, 563.3253082062356, 561.4087540789307, 560.7843137254902, 560.7843137254902, 559.5766849257394, 558.8235294117646, 558.8235294117646, 559.9082655598389, 561.8293379661922, 562.7450980392157, 564.6799207908953, 566.6666666666666, 566.6666666666666, 567.5219693239001, 569.4464445352074, 571.3714031643478, 572.5490196078431, 573.2618739403638, 574.5098039215686, 575.7980816001402, 577.8210612115894, 577.0473890969378, 578.4313725490196, 578.4313725490196, 578.9092736758595, 580.837546050297, 582.7660015722166, 584.6946140184364, 586.6233573563225, 588.8691173755893, 592.4419178600491, 594.624152191882, 598.2606944283422, 600.1897086051405, 602.2766189689863, 606.008433234054, 607.9373103537932, 609.9282646918608, 614.5543806412236, 616.4828373316541, 617.6470588235294, 618.3784175430751, 619.6078431372549, 619.6078431372549, 619.6078431372549, 619.0097287618914, 617.6470588235294, 617.1173420226725, 615.191276529504, 613.7254901960785, 612.8766614495386, 609.8039215686274, 609.4517568071974, 607.843137254902, 607.5650498822954, 605.6420389866967, 603.9215686274509, 602.0032826775739, 599.0804679117597, 598.0392156862745, 594.7718831762222, 590.9336346787022, 590.1960784313725, 587.1825703506274, 583.3482521181267, 573.8309100224332, 570.0058808400552, 566.1823334301695, 562.3602981691326, 558.5398046980666, 554.7208819103212, 551.9223672046344, 550.0145183064454, 548.1074957819902, 547.0588235294117, 546.256765304064, 545.0980392156863, 544.4094896142974, 543.1372549019608, 543.1372549019608, 543.1372549019608, 535.2941176470588, 536.3105435002525, 537.2549019607843, 537.2549019607843, 537.2549019607843, 537.9985241681279, 539.8886327005669, 543.9433988414828, 546.4083938806805, 548.295051207186, 551.3417646794146, 548.4279628408592, 552.1863025173285, 555.9425136970463, 559.6965912686636, 562.8931613727628, 561.6499957982538, 566.9724909037228, 568.6083276792866, 570.3845625057089, 566.13341511427, 566.6666666666666, 567.4020452914431, 567.4248209412403, 568.6274509803922, 568.6274509803922, 567.0221416907997, 566.6666666666666, 562.7450980392157, 562.7450980392157, 562.7450980392157, 562.7450980392157, 561.3024644274439, 559.4559982210646, 556.397609977558, 549.0196078431372, 547.6925684207581, 544.5578023573172, 542.3053896606269, 538.6344400324923, 533.356754884307, 534.1003621753665, 526.3638387448711]",238.59797974644667
3302004,617.9066350460052,10428.0,0,[224 199],"[58.733352151520265, 58.717921433814304, 58.70345361511782, 58.754522091831674, 58.85467246016426, 58.95801733938117, 59.06462562783808, 59.17456904880658, 59.287922261598126, 59.404762978971696, 59.52517209120977, 58.61466462207041, 58.60924058449582, 58.28323936965627, 58.40219280683965, 58.52400988214126, 58.64879819340368, 57.69441065618176, 57.67597589499175, 57.657337047134625, 57.6384999357233, 57.61947046144938, 58.23857373607761, 58.24128796263473, 58.24485020928002, 58.249270866561815, 58.25456180354815, 57.484866360690546, 57.46454340008643, 57.44408339352569, 57.42349295501876, 57.402805880908105, 57.91997435080735, 57.92895416992012, 57.93862087392655, 57.94899568144061, 57.960101413728374, 57.26012639002164, 57.23908714259784, 57.218027513991544, 57.601815400869114, 57.61404188576341, 57.62710243726074, 57.982428987022075, 57.09517477765516, 57.074129645912535, 57.90609561356045, 58.18178382331267, 57.17741087805216, 57.425005469584676, 57.68052197419555, 57.944282285561556, 57.16433591341818, 57.4588532543718, 57.77811021911169, 56.94118463461113, 56.96167237204877, 57.5053580065356, 56.771676922048364, 56.751715577808504, 57.30958481815122, 57.64038744000837, 56.68492270031051, 56.66604301894344, 57.46359939322799, 56.621827445131444, 56.60406948785573, 56.586632888940144, 56.5695144540324, 56.55271102252138, 56.52947905725888, 56.51342328698884, 56.49767197849934, 56.4822221158643, 56.467070714993724, 56.65473088448458, 57.06927078571776, 56.41754976613268, 56.40368097755923, 56.82776517783478, 57.27687299991917, 56.363760552198954, 56.35100652894886, 56.33852437343431, 56.3263114136457, 56.31436500575629, 56.3026825338241, 56.29126140949705, 56.478246035090685, 56.99756487506768, 56.258540646375565, 56.24813957061173, 56.23798730445177, 56.228081419074314, 56.21448831606864, 56.205167391332395, 56.196084746271616, 56.187238063130394, 56.1786250486028, 56.166838900290315, 56.158780706421005, 56.15094853211025, 56.143340188955214, 56.135953511649056, 56.12588142187608, 56.11902110742926, 56.11237523679419, 56.10594174376918, 56.09971858397465, 56.19256321528555, 57.04387577472331, 56.08229098276168, 56.07688914064592, 56.071687729340354, 56.066684830720696, 56.06187854694879, 56.057267000262875, 56.05284833277021, 56.04862070624209, 56.0445823019111, 56.583937661789875, 56.037065980876775, 56.0335882462815, 56.03029930482619, 56.027196261009294, 56.02427626155732, 56.02153649475369, 56.01897418977914, 56.016586616063115, 56.01437108264615, 56.01232493755282, 56.428736832820405, 56.0087303956675, 56.00717688434838, 56.005782531116694, 56.00454486987421, 56.003461469959234, 56.002529935589294, 56.00174790531315, 56.001113051471876, 56.00062307966894, 56.00027572824892, 56.000068767784924, 56.00000000057446, 56.00006726014354, 56.00026841075907, 56.00060134694908, 56.001063993031, 56.00165430264751, 56.002370258310066, 56.00320987094987, 56.00417117947613, 56.005252250341556, 56.006981864071214, 56.00834426156694, 56.00982002165656, 56.01140732736086, 56.01310438701094, 56.01490943385695, 56.01764312133733, 56.01970173895994, 56.02186249430907, 56.02412372611465, 56.02648379601335, 56.02998703131777, 56.03257910128745, 56.03526458348977, 56.03804193653582, 56.04090964009891, 56.04386619459093, 56.04691012084389, 56.59667610598551, 56.05325427218526, 56.05655163824149, 56.05993065739161, 56.06338994796323, 56.06692814689536, 56.070543909453185, 56.074235908947315, 56.07800283645733, 56.081843400559606, 56.085756327059386, 56.09141113193295, 56.09549360767103, 56.09964422170699, 56.10386177279945, 56.10814507555482, 56.11249296018451, 56.116904272265884, 56.12137787250673, 57.010082297106315, 56.49792381296392, 56.13516123137548, 56.139872885897546, 56.14464135107896, 56.14946557366005, 56.78922954647063, 56.33277415334341, 56.16634263154283, 56.17140073540095, 56.176509124589785, 56.18166682939551, 56.18687289239553, 56.19431609572047, 56.199635032866276, 56.204999149420935, 56.210407539984814, 56.215859310453176, 56.22135357784045, 56.226889470107075, 56.23246612598874, 56.623656776136016, 56.68186859956435, 56.741700533364835, 56.803159342351115, 56.86625225294017, 56.93098692600289, 56.27743688902876, 56.28333766882711, 56.28927128648769, 56.295236987117335, 56.30123402474861, 56.30726166219675, 56.313319170918305, 56.31940583087177, 57.2424137475539, 56.893781568837824, 56.54984542880517, 56.34402987208583, 56.350251775610126, 57.245510878006144, 56.90397198109635, 56.566336867752604, 56.37800638021961, 56.384355811850554, 56.39072673618243, 56.39711852779652, 56.40353056806764, 56.40996224504765, 56.41641295335037, 56.42288209403765, 56.42936907450695, 57.39601530643388]","[620.6893607327527, 635.7733498288165, 649.4143716576615, 660.7209160858289, 682.5364414079874, 689.1372933561734, 697.4782721505252, 702.4392334610275, 716.114690405288, 718.7659871891931, 720.6504638361082, 721.5686274509803, 721.5686274509803, 731.3725490196078, 730.3565498779482, 729.4117647058823, 728.5516616819245, 735.2941176470588, 734.7867786955478, 736.5266167037752, 735.1024462941579, 731.410379838076, 734.9516288523628, 732.4713934382297, 735.7317825221847, 735.0552615625812, 741.1764705882352, 742.8729597946973, 747.3815480805367, 747.8491513440249, 749.0196078431372, 747.6913108409592, 748.3387414946459, 746.992741152586, 746.1498720217805, 745.0980392156863, 743.8220437441399, 740.4537222888074, 736.2262235154636, 735.8564114926223, 731.0533914567401, 732.626530853072, 728.5312228063985, 728.5815943064418, 723.1351741028809, 718.9111936174307, 713.2437770439566, 707.6075469544036, 707.6918408406991, 704.9060893576061, 703.0257376259916, 699.5165336767715, 690.0337202689107, 689.8005276444455, 683.2739999322253, 679.4716728331039, 676.7509060144376, 671.4338358718355, 669.1318152741328, 674.3666225270562, 669.0423739977881, 666.9530632971872, 663.4766479338451, 661.2298872248693, 668.0445835994873, 666.9868667655651, 667.0616225432468, 666.6666666666666, 666.6666666666666, 666.6666666666666, 666.3948661382876, 671.4771542913716, 670.2232734366908, 674.5098039215686, 676.1736609714435, 674.881858231316, 674.5098039215686, 672.5490196078431, 679.5046768369377, 678.1988147960562, 673.1494333659408, 680.3921568627451, 680.3921568627451, 680.3921568627451, 680.3921568627451, 678.9882787019081, 677.0995687341318, 676.4705882352941, 675.2828787026807, 672.2783633983717, 679.5369995100872, 678.4313725490196, 677.7121725100374, 676.4705882352941, 675.1028405355077, 673.2096399363838, 670.0835890482643, 665.1312065594474, 660.5485469286673, 653.376100226524, 647.6938409984875, 654.2078704048942, 649.9892622170763, 646.1924560480011, 639.0385426556027, 637.0242458278635, 632.821055358925, 626.091868688636, 627.5195350657295, 625.6194881087581, 621.9480947931896, 619.8577126788132, 619.6078431372549, 619.6078431372549, 619.6078431372549, 619.6078431372549, 619.6078431372549, 620.9649016280742, 622.8679552160454, 629.4117647058823, 629.4117647058823, 630.4688550785653, 631.3725490196078, 633.2765665271176, 635.2941176470588, 636.9910385446602, 639.2156862745097, 639.9621043768641, 641.1764705882352, 641.1764705882352, 641.1764705882352, 641.1764705882352, 641.1764705882352, 642.0744337811292, 645.0980392156863, 645.4506340410227, 647.3637154773312, 649.2771150914782, 651.1908259344041, 653.2685051260033, 657.0971279690428, 660.7843137254902, 660.8345221495325, 664.6648297625682, 666.6007740761553, 670.3662285577473, 674.198068802373, 674.5098039215686, 677.9415863937903, 680.1030834358655, 682.0198959468572, 683.936906929884, 684.313725490196, 684.313725490196, 684.313725490196, 684.0694814828352, 682.3529411764706, 682.1943344984513, 680.2761874105022, 678.4313725490196, 676.780117003798, 674.5098039215686, 674.5098039215686, 673.1121620039783, 670.5882352941176, 669.1790149722639, 665.8932898934796, 663.3809493484816, 655.6549434081631, 652.5760912366663, 649.862360326829, 646.8734507691244, 643.0419184106329, 641.1764705882352, 640.238699789861, 637.4307472585024, 633.6000301700055, 629.7695926742343, 625.9394657246737, 622.1096805902221, 618.2802688516789, 614.451262398284, 610.4008449484681, 607.1698735881008, 605.8823529411765, 605.8823529411765, 604.7074556684181, 603.9215686274509, 592.156862745098, 592.156862745098, 593.0062962996218, 594.1176470588235, 594.1176470588235, 594.1176470588235, 594.7576794185196, 596.078431372549, 597.4009508420924, 599.3072063384508, 601.2129620579426, 604.2756144501282, 608.0850148222141, 611.8933031885441, 605.5758812870197, 610.9516165418231, 614.7513679988767, 618.5498595806588, 622.3470521554727, 624.8361590641424, 626.7333971921097, 629.8088724869255, 631.3725490196078, 633.2055099380325, 633.3333333333333, 627.0025532658954, 627.4509803921568, 628.8213878086605, 629.4117647058823, 632.4119425045886, 629.9769198464204, 631.3725490196078, 633.1533334342877, 633.3333333333333, 631.7079425240768, 623.5294117647059, 623.5294117647059, 623.5294117647059, 622.4407800309323, 619.5622123611612, 617.6470588235294, 615.989020656226, 610.6949578943775, 608.3791287055553, 601.9607843137254, 600.9487816147977, 600.0, 599.1813968668704, 598.0392156862745, 598.0392156862745, 598.5580213668292, 599.1676092647249, 595.7662236645276, 590.0971694536078, 592.3372581388154]",255.18376618407356
3302013,653.1198381185532,11826.5,0,[217 182],"[61.20249711576716, 60.97678847757889, 61.02523598601381, 61.97438563330284, 62.535173103059265, 61.92960197598303, 61.7268356733164, 61.66280372862714, 61.606736726270654, 62.29943431448092, 61.84167669079163, 61.48037553929645, 61.86730219656778, 61.55990379747122, 61.58137488914089, 61.61952850621414, 62.65248257404279, 63.60836504256975, 63.32143496265359, 63.05638281045478, 62.81215365147229, 62.620271461281604, 62.3769063591334, 62.20210791076816, 62.03869651361775, 61.92205390530094, 61.940668564792794, 62.387309634033926, 62.264204469500356, 62.1499036584674, 62.04396818977355, 63.21203284844118, 63.18151170162977, 63.1660677351275, 62.01426103670978, 62.01127013427504, 62.00336893068944, 61.99519905968031, 61.984905448035555, 63.50731865835956, 63.619122988331185, 62.61725234254132, 62.60395557321651, 62.5717616391178, 62.73023406357667, 62.54439907442287, 62.765615658287956, 63.006722939640326, 61.891021426618224, 62.105631333847484, 62.04982375547179, 62.27323351238134, 62.62635635509815, 63.006377404346914, 62.29255735737679, 62.07607421986774, 61.36810940591153, 61.32291472206251, 61.28819327602515, 61.3919384243079, 61.163044327400954, 61.11498221484574, 61.400277680905404, 61.872710409210995, 60.972869114067734, 62.887878971521815, 60.8687487992337, 60.82834287895058, 60.789463738164386, 60.93470167180499, 60.90247031491407, 61.255733891510715, 61.99901522601337, 61.34373006094987, 61.50016614073664, 60.54460336265148, 60.505752198791114, 60.47964799571085, 60.45463604087786, 60.5336532545211, 61.17872016498098, 60.38580827762916, 60.37632990656796, 60.33672016487026, 60.317917379923, 60.29996644904725, 60.282838109971536, 60.266503809898595, 60.25093569277685, 60.64042000255939, 60.797551384016344, 61.057533660193386, 62.02872820024511, 60.17881595898264, 60.167544484719826, 60.15685321123625, 60.146719673948056, 60.1371219969399, 60.128038882719416, 60.11944960220508, 60.75899717927982, 60.10367240957345, 60.09644579447972, 60.089635588728015, 60.08322376318678, 60.07719280189014, 60.07152569362188, 60.066205923721526, 60.05924453796784, 60.054698201100635, 60.05044645319624, 60.04647487918402, 60.042769519975565, 60.03931686565819, 60.03610384889885, 60.03311783855676, 60.0303466335035, 60.02777845664854, 60.02540194916929, 60.07207212710465, 60.216146305951526, 60.36225125451582, 60.50970251824786, 60.657654334408285, 60.805074514554974, 60.9507170093278, 60.01202902200431, 60.01084386509851, 60.00971045565869, 60.00863039142844, 60.007605296914186, 60.00663682397267, 60.00572665241094, 60.00487649059954, 60.004088076098824, 60.00336317629899, 60.00270358907421, 60.00211114345099, 60.001587700291296, 60.001135152990784, 60.000755428192456, 60.00045048651626, 60.00022232330486, 60.00007296938623, 60.00000449185322, 60.00001899486075, 60.00011862044102, 60.00030554933715, 60.00058200185576, 60.000950238739065, 60.00141256205676, 60.0019713161185, 60.00262888840731, 60.00373226252938, 60.00463851240286, 60.00565207038404, 60.00677552624879, 60.008011518388585, 60.00936273489215, 60.010831914652556, 60.012421848500466, 60.014135380363996, 60.01597540845629, 60.01794488649119, 60.02004682492789, 60.02228429224534, 60.024660416247265, 60.02717838539847, 60.02984145019341, 60.032652924557766, 60.03561618728409, 60.04007269940496, 60.813944546913326, 60.04692461848505, 60.050600011294065, 60.05444667714695, 60.058468447456164, 60.062669230298695, 60.06705301217661, 60.07162385982142, 60.07638592204343, 60.08134343162724, 60.0865007072749, 60.09414379769508, 60.09980168751862, 60.10567476331488, 60.11176774754048, 60.1180854599732, 60.355858361062886, 60.131331335315, 60.13809296230336, 60.14490841656392, 60.15176848160682, 60.15866401509756, 60.1684587320682, 60.175402715910096, 60.18235159692895, 60.1892966333637, 60.196229190396124, 60.20314074596532, 60.21286300813874, 60.21968947009546, 60.22646676121158, 60.23318692424526, 60.23984214450665, 60.24642475500836, 60.37389388396032, 60.45549017139714, 60.53930308021623, 60.625224221755815, 60.71315576707457, 61.45763089244747, 60.294627927340706, 60.300262239947045, 60.30575744123739, 60.31110775706399, 61.01401851263245, 60.67589521755657, 60.34930196162569, 60.3309516870545, 60.337330079991176, 61.264099901489374, 60.97169443221336, 60.6893465473008, 60.41671334623835, 60.35696386529888, 60.361647117199034, 60.36471727388056, 61.2012233835643, 60.969453874269966, 60.74628119890586, 60.53149377686022, 60.37697192841131, 60.37878880658362, 60.38039046304655, 60.38177569852363, 60.38294354321654, 60.383893256315005, 60.38462432532823, 60.38513646523967, 60.385429617486764, 60.38550394876793, 60.38535984967878, 60.384997933180024, 60.38441903289954, 60.38362420127129, 60.38261470751394, 60.38139203545211, 60.37995788118326, 60.3783141505938]","[631.8338058913085, 640.8926101788777, 658.0394423543437, 664.5050550650401, 672.7897707173103, 677.7630614858498, 678.4313725490196, 680.0323182108762, 689.3575048495403, 690.1960784313725, 690.1960784313725, 690.1960784313725, 698.0392156862745, 695.8273301175054, 694.1176470588235, 693.1556987067255, 690.3735188377011, 698.0392156862745, 697.4781736451166, 693.6298797794282, 696.788086236445, 692.1696051855888, 695.7877623136088, 693.893019385041, 697.244426238796, 692.937064215724, 697.5440190403334, 697.7494551376124, 701.114228190151, 700.5633386032872, 705.37420001628, 705.266308487418, 705.5105402980678, 705.1233490685653, 705.626194168767, 703.2002152110664, 698.2196407731603, 699.3879460105022, 695.7608227856489, 692.2399559529662, 693.7586681452378, 691.8723882272304, 689.6664858981353, 686.409916299443, 687.5503524915823, 683.2671174398535, 680.4156267716984, 675.7635209851969, 674.2425880451182, 670.4779526098839, 665.1781297457244, 659.750411580079, 665.5482545398463, 659.5132684234424, 651.0739192036528, 642.1057341279995, 636.4803809294351, 639.9455975881529, 635.2910272653431, 631.5365549358961, 627.8221010137283, 627.4509803921568, 632.2915057483323, 631.3725490196078, 629.6196532591365, 627.4509803921568, 625.9683070459295, 634.4021215211039, 634.3052393843014, 633.3333333333333, 630.1230901925759, 629.4117647058823, 629.4117647058823, 628.0542467973079, 637.2549019607843, 637.2549019607843, 637.2549019607843, 637.2549019607843, 637.2549019607843, 635.8542415846329, 635.2941176470588, 635.2941176470588, 643.1372549019608, 643.1372549019608, 643.1372549019608, 641.6047402796121, 639.7120893978855, 639.2156862745097, 637.8860897034798, 639.2525386922496, 637.7569714517509, 633.8596410330417, 639.4801924178483, 639.2156862745097, 639.2156862745097, 639.2156862745097, 639.2156862745097, 637.8060200184949, 634.54592948818, 630.7332009129437, 625.6724999880963, 619.9487147117993, 613.0810191227441, 607.6233940753858, 602.7628487722451, 598.01954279487, 594.1955326571748, 590.3698642770115, 594.5263008766543, 592.6080533644125, 589.2212809786772, 586.8085765077608, 584.8881418632692, 581.6202564786072, 580.3921568627451, 579.1225769132144, 577.1993352385861, 576.4705882352941, 577.6295462396573, 578.4313725490196, 580.6082823942021, 582.3529411764706, 583.3733354179299, 585.300958842801, 587.2291351440015, 588.2352941176471, 588.2352941176471, 589.0951717133164, 590.1960784313725, 590.9950336740524, 592.925929011182, 594.8571615423707, 596.7886982912196, 598.0392156862745, 598.6917691537394, 599.37597743209, 598.6348815515687, 600.5674513399854, 601.9607843137254, 601.9607843137254, 602.9274716179884, 606.3377346300124, 608.6979469927481, 612.5634707237905, 616.057558301765, 618.3332161299948, 621.8833643524403, 623.8156404281851, 626.0052446777808, 629.6403591135672, 631.5719588457927, 633.6732166108143, 637.2549019607843, 638.1645424251094, 639.2156862745097, 639.2156862745097, 639.2156862745097, 639.2156862745097, 639.2156862745097, 638.4966212013853, 637.2549019607843, 635.9519405444064, 633.3333333333333, 632.7518166963314, 630.2813918257102, 626.9420104858158, 625.0185301063864, 623.5294117647059, 623.5294117647059, 623.1740701494793, 621.5686274509803, 620.4998476817152, 617.5549361635052, 614.7030145175081, 611.8471350622204, 608.0155518439758, 604.1858311277788, 601.1593992021538, 590.8352393849639, 587.0175704403877, 584.313725490196, 582.8082359019446, 577.5379532100184, 572.1516652633658, 568.345681164051, 566.6666666666666, 564.6621360591281, 561.8040855740277, 560.7843137254902, 560.7843137254902, 560.7843137254902, 560.7843137254902, 560.7843137254902, 560.7843137254902, 562.0484672115444, 553.8578504074824, 552.9411764705882, 552.9411764705882, 554.5829712474166, 557.6080148863107, 561.7227512887118, 564.1178919027761, 567.297015856371, 572.281381368258, 576.7899446754395, 579.4932656288647, 575.7129449161214, 579.472715440745, 583.2323657709954, 586.9919810081733, 589.4934694776985, 592.5506552542278, 595.7554569745041, 597.8731387322063, 599.7535607438052, 600.0, 601.5543764096357, 595.3892844079382, 596.078431372549, 596.078431372549, 597.8885743913568, 598.0392156862745, 598.0392156862745, 599.6139921507909, 600.0, 600.0, 594.9741061507892, 592.4943647759385, 588.2352941176471, 584.8633196492037, 584.3137254901961, 584.313725490196, 584.313725490196, 584.313725490196, 584.313725490196, 576.4705882352941, 575.4970385342782, 574.5098039215686, 574.5098039215686, 574.5098039215686, 574.5098039215686, 574.5098039215686, 574.5098039215686, 574.5098039215686, 570.5882352941176, 570.3848901103063, 568.6274509803922, 568.6523292388379, 565.8322297359205, 562.77840671925]",262.59797974644664
