time,perimeter,area,overl,location,diameter profile (pixels),Height (pixel intensity),length (pixels)
10061218,158.76955199241638,1285.0,110,[17 65],"[6.81799795003729, 8.923965927284062, 11.588333287982378, 14.340906528992033, 16.309189700032736, 19.823748394441964, 22.63209194367046, 24.817546687376026, 27.849755216808173, 32.753419849740325, 35.95302452083982, 46.07094611365299, 56.02000982872016, 53.90236711232125, 53.08552947806277, 53.22173021842208, 55.715904407789374, 50.58844591889421, 37.55676467774172, 30.561939838531348, 26.591500577946533, 22.773352992656488, 19.827263946910406, 16.973980915548584, 14.854373047629439, 12.7549753749406, 12.190891348274494, 11.819568522110096, 11.132589819101783, 34.714099618704765, 27.2225811929006, 32.28307046178182, 31.700131962331255, 30.565226201735403, 30.060749660576768, 30.26724618588834, 29.13737774659942, 29.00861930737156, 29.007283487177286, 29.061504327939296, 29.155966101784973, 29.92318002452717, 29.411193584922827, 29.60399718544612, 30.100445385410737, 30.64239774862557, 30.50505504381756, 31.26142718465458, 31.06291291703344, 29.997912035107674, 30.00715855658082, 30.375827176908395, 29.772431612717195, 29.810539873276575, 30.409611816848873, 29.373014566490852, 29.284460658720956, 29.07903517061778, 29.013157182614215, 29.004826544678323, 29.688919945351984, 29.240405085731012, 30.049880241235165, 30.013169671242864, 31.71046777421428, 32.48942045637122]","[150.0, 149.893756403526, 137.579299557745, 142.41020218685594, 147.0745431486519, 148.5484124175299, 151.165987171876, 154.98278059749234, 155.3720868261794, 154.02315666003312, 150.07133252420508, 150.0, 154.91760445138647, 159.30695148747915, 158.23320513969793, 156.63831953983066, 152.39754516023882, 150.0, 150.0, 141.63888216105272, 150.0, 150.0, 142.5721059286603, 98.26548600672464, 95.44831388935198, 88.57661711600545, 81.65404595018587, 77.74886572000707, 113.35655481374246, 98.4850835326366, 97.7580345894751, 145.0, 150.0, 150.0, 149.52133590298394, 149.92471968555245, 147.24883081031274, 146.66665536431694, 144.88656048377442, 143.39888291255767, 140.56087721484985, 139.10848838453845, 138.0, 140.60252892315896, 136.38575365018178, 131.12590038610415, 129.55066252948444, 127.82995881130236, 125.76640498974031, 121.17166122260545, 119.14077796633822, 116.78220427824459, 115.31713013665329, 111.5493295148948, 110.57901110394005, 110.5, 110.5, 110.84639584694585, 110.38333153303967, 109.46666173817454, 108.10166084073357, 106.06832360394226, 103.55589126678043, 100.05649328529736, 97.65251633503057, 91.1057483240725]",34.48528137423857
10061230,359.0782079696655,3095.0,106,[12 46],"[23.07565795775539, 23.062317949978276, 23.050395466463076, 23.039851928225037, 23.03064753780275, 23.716893679292774, 23.233675069784525, 23.010654378952744, 23.006386554002752, 23.003242963955884, 23.001177943002567, 23.000145107126976, 23.000097432726683, 23.000987336425027, 23.002766755877044, 23.005387231371728, 23.008799988035765, 23.50575564615336, 23.01780616547199, 23.88048786488278, 23.04003399689575, 23.036029228436494, 23.043164172848176, 23.05074809471944, 23.058732668258607, 23.067069989351047, 23.07571265405692, 23.084613835895365, 23.09372736178852, 23.103007786545735, 23.11241046577495, 23.72155756898326, 23.63262572059459, 23.560100935315422, 23.501972632899616, 23.45659686090901, 24.395838106854335, 24.09516033222345, 23.822797693841153, 23.202629014264804, 23.210779609704883, 23.218608214619685, 24.191470644638304, 23.990312320742454, 24.087851322619784, 24.122687759075014, 24.164568774241598, 24.21344356336592, 24.269316057848606, 23.268194130772123, 24.135353297996616, 23.990220396865766, 23.278307376699104, 23.3587606164761, 23.465668376868408, 23.579794204064264, 23.701565042121672, 23.280932251958493, 23.279587868909644, 23.277679084526525, 23.275212344432582, 23.272195999192014, 23.33419822181426, 23.262714939821567, 23.257910665810737, 23.25261604333767, 23.246849457170303, 23.240631072094374, 23.307765745751553, 23.570892983548347, 23.85281818324623, 24.155484957990645, 23.203588586992268]","[178.2901780767392, 177.31017532301036, 176.00489907094465, 175.5, 174.9484851460021, 174.21339348658617, 173.1136593183203, 171.8952112621438, 172.4226824986181, 171.75578292971218, 169.74808504279935, 157.0894928348877, 150.0, 150.0, 157.3663534099464, 162.0, 160.21852494346632, 157.25735917481796, 155.43381769957466, 153.9002607435837, 151.93585341878534, 150.48708310708668, 150.0, 150.0, 149.10317247581037, 146.7252769994527, 145.40055127066955, 145.24914878528335, 144.69921003814196, 143.82727124648056, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 144.34454111685338, 135.62909368272986, 133.6869360933504, 131.92823805793182, 132.03562988971345, 131.25116044132096, 129.07304708139776, 127.35883299541221, 126.10463644095823, 124.58907943237388, 124.0, 122.40405861779129, 120.25828313210197, 118.81443939384393, 117.37053944403907, 115.73550311081974, 113.91250006479953, 112.1262310489385, 109.97685336517523, 108.05267372784937, 105.69277215395326, 102.8056344699052, 100.69472023340089, 98.65387544670448, 96.68398541028604, 95.5, 94.5981541374338, 92.68844799964668, 93.62333213225486, 94.58668997494883, 95.27501341984255, 94.47335492478123, 93.5, 92.40068932620387, 90.39579211247332, 87.85392036638444, 85.02328278552503]",78.31370849898477
10061241,374.3502861261368,3708.5,117,[13 49],"[7.0710890218005655, 8.497670275768337, 11.30070093126643, 12.783804306351044, 15.630769434297186, 19.419796553189453, 22.479791770852366, 26.40045436133321, 29.089404387916588, 27.629832118699767, 27.22390017964489, 26.86707973113472, 26.03293507662235, 25.490491652033853, 26.09972134714043, 26.83899667870113, 24.94549480696144, 24.864101219620416, 25.39924809975837, 25.072522528575654, 25.3327329198384, 24.47080242665469, 24.932885932033273, 24.35163236530257, 24.303214532323977, 24.261169461550264, 24.22478446908427, 24.697803696432, 24.17997919428759, 24.38852276938363, 24.606913879548465, 24.832795283761527, 25.062720292552193, 24.08157285164097, 24.0718957437779, 24.59923461294018, 24.055313240154256, 24.05076468071713, 24.04735543416104, 24.044978939558447, 24.04355904574546, 24.043049360958413, 24.043432841009754, 24.044721612831772, 24.04695703177594, 24.050209972612038, 24.05458135571542, 24.062935025393678, 24.06997835653892, 24.07730128548603, 24.084889342838082, 24.09272809467778, 24.100803149026863, 24.10910016225018, 24.12118506980638, 24.12995916955898, 24.138906706077627, 24.14801362416328, 24.15726595060832, 24.166649800213303, 24.176151381739906, 25.096014774733646, 25.012564349451758, 24.938534903871513, 24.87315159173717, 24.81573427129073, 24.76568473471438, 24.253073891785316, 24.263033925380295, 24.272982350373017, 24.28290675660169, 24.29279489341585, 24.302634674816773, 25.112787749381393, 25.102892839482507, 25.09761107944451, 25.096769794228184, 25.100218834241716, 24.70136693224693, 24.550963538876168, 24.404124837769576, 24.394355435647917, 24.4029473916416, 25.05355061073704, 24.907998169259617, 24.764923919732237, 24.624040605692517, 24.48507202842786, 24.453448505921962, 24.460510598819024, 24.467330501723627, 24.473900480702113, 24.480213063450748, 24.486261043389213, 21.430532798255392]","[137.68747092845993, 99.10099600894245, 109.36304164122211, 120.7953764293824, 126.07284923684236, 136.03843682300544, 144.1475333975455, 146.80387740756112, 151.45377025100976, 153.54554107574577, 158.42323264137596, 160.0, 159.61102540199118, 162.5, 161.78415011731465, 160.5, 162.42021662125148, 162.19981012290043, 161.76783120585372, 160.65638409166152, 160.5, 161.96215573462266, 160.7554607455515, 159.77318563375678, 159.5, 159.13291522069335, 158.5, 157.6019078389632, 150.0, 150.0, 150.12808051264568, 152.22166406394447, 152.06520898962927, 150.3735355934644, 150.5, 149.0964388765185, 148.02054456050325, 147.89903119951896, 150.0, 150.0, 148.51537552076832, 141.7456289444029, 140.34647412287183, 139.22545489048431, 137.43965849108142, 136.89637313546888, 136.60189543804066, 143.0, 146.1822419643264, 146.30794941258657, 141.29332505741257, 137.27964999017343, 131.31540432438655, 130.5, 129.24800626322212, 128.20106951298976, 126.29235648826938, 125.27004081305118, 124.98951545883473, 124.25977824942733, 122.65006951281623, 120.17959107990427, 119.34022458385107, 118.37518143527379, 117.70522581407049, 115.83807966825518, 113.98189940554218, 112.61891684896216, 110.38872885399186, 109.35902127633616, 107.57525067685266, 105.84725383230813, 103.65997914567217, 101.16091994053103, 98.8706127855935, 98.67865783067742, 96.70356749165276, 96.05471034741095, 96.04692855045614, 93.41568874603152, 93.8164532625925, 96.5, 96.77078260962665, 95.22397808957817, 93.74041021172565, 91.52221715679579, 91.12478062853654, 88.25319482080265, 84.9328970519125, 80.82183583532785, 75.95237265295684, 71.54311865319652, 67.99821278676863, 62.99760256272591, 59.00755733247955]",89.97056274847714
10061303,324.2497808933258,4825.0,71,[20 51],"[26.925481161919897, 30.112019464398216, 33.37790396591197, 37.01259393804687, 37.500297746984096, 36.90640949102254, 35.83977973669395, 35.81572452862238, 36.417251365466015, 37.24432921974072, 35.556204757663444, 35.48012555916884, 35.430279516364635, 35.514098387318384, 35.339907278576796, 35.29918213687875, 35.40596450624401, 35.21248560988622, 35.181207794731684, 35.152552915792874, 35.12646875955613, 35.10290987391532, 35.08183731568171, 35.063218430321186, 35.04702666200048, 35.03324139227357, 35.02184780596858, 35.01283678304614, 35.49062453728256, 35.00195394772307, 35.00002290337451, 35.001562379446085, 35.00553148150546, 35.011956647649974, 35.02086994538712, 35.032309157593104, 35.863567966841714, 35.226253352650154, 35.08224828436344, 35.10428758288694, 35.12913206549752, 35.334998826380804, 35.7871262701442, 35.8743159245884, 35.54812888027983, 35.31592166383838, 36.07421765298001, 35.409343915117375, 35.4615041816553, 36.049770148000505, 35.817239173485625, 36.55721030395878, 35.99380693164638, 35.814518841272196, 36.33249871539277, 36.144650656013944, 37.01129489603565, 36.59175873023586, 37.18752012909043, 36.56201558097513, 36.58636966827575, 37.55701062823717, 38.14323684204569, 37.527339189022726, 38.30721965621592, 38.05848855493915, 38.654539004619565, 39.30404512857722, 38.81490090004276, 38.359905809587744, 38.96933827249667, 40.88565687951741, 40.44127057033044, 40.03001060603806, 40.563822542206495, 41.23470328217733, 41.7356234077617, 42.231200496204934, 42.72649519533284, 41.05724126882502, 38.14285859170755, 34.30978074351384, 32.14935404956369, 29.123267110167657, 26.94963976415299, 24.835509661218424, 22.63920314192815, 20.506100421551142]","[116.17600349481003, 119.0697290863821, 83.26412534142787, 87.91316543337521, 44.3503582039195, 71.17444879961144, 86.33528091129264, 95.36828745259419, 97.00292621442124, 98.51070724399537, 97.78827682014466, 97.12677584902762, 97.34167578448402, 99.3643374050099, 99.09812223412068, 97.79587577398459, 100.0, 100.0, 99.3801277804702, 99.8614085334043, 99.97014748976322, 99.2566964347734, 98.55547153028897, 98.40360705388991, 98.09041966713616, 96.5, 94.1261680798653, 94.27581736852737, 93.40143424001077, 93.0, 92.17417401376349, 91.23638483412515, 91.25249999908985, 91.01613718986587, 90.5, 120.5, 109.79460824607199, 91.82478682534074, 91.5, 91.8033693770207, 92.78156639801023, 94.02191828247331, 97.12038784541018, 98.94593741746402, 100.7289362881944, 102.69951117344013, 127.44259923206785, 137.2753743737994, 141.1512937057234, 128.39596878211768, 108.6899211847867, 100.70856765041171, 98.04625769126913, 96.39043787648939, 94.94334432968806, 94.10758328137067, 121.03610781177704, 120.5, 136.81542486034567, 135.2383599047647, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 112.62764354727499, 112.12959333457272, 112.0, 73.02395432555241, 100.83796190668505, 71.21983710029522, 81.94794616812612, 69.91835340391492, 68.27584771671218, 67.01227344388313, 66.0505747965149, 65.54281831847247, 72.77712763565938, 132.97680014797635, 150.0, 150.0, 70.66417522777589, 57.0, 57.0, 54.32911732747499, 52.57366262246536, 51.64127436488974]",83.87005768508881
10061315,84.76955199241638,424.0,74,[12 41],"[21.41063581913476, 21.116270565076405, 21.13789689338577, 21.828501357740194, 20.90502479844529, 21.247592675908944, 20.54692806586342, 20.846391367813094, 21.220515513447914, 20.324064327905923, 20.53611311879325, 20.941840320185374, 20.496671100242246, 20.147753825230545, 20.11602968232276, 20.08871919510434, 20.06556906256097, 20.046332306215298, 20.522557320460816, 20.01864339220306, 20.56990971051419, 20.00380744466944, 20.000661965322784, 20.000086326277945, 20.71667788708372, 20.00584935164848, 20.011807052495342, 20.019572550514646, 20.730879998074908, 20.452895778447832, 20.06296504205182, 20.077122733811137, 20.092161398252728, 20.107942618483154, 20.124333689835616, 20.141207489926625, 20.16565940705409, 20.1832074860187, 20.20084456536538, 20.218466616321784, 20.23597450238844, 21.023655985175402, 21.098787076322395, 21.018507639675814, 20.95019481756669, 21.900174028944342, 21.667727515001427, 21.460640708281442, 20.37219786890458, 20.384262024002364, 20.395423447241416, 20.405633613468332, 21.359679837529892, 21.23848846477179, 21.27603203298733, 21.325521723452944, 21.38759568196884, 21.46300315284715, 20.447901454234536, 20.711443662380375, 20.838739022744384, 20.982909824408367, 21.145466528449056, 20.50242617808783, 20.608780155078932, 20.839686462556664, 21.09675782850063, 20.87350789735776]","[54.2004118023991, 53.30851392857446, 53.40560577880086, 55.76649629667039, 55.72975805006269, 56.304048016378864, 56.119504260201126, 54.82212184359929, 54.5, 54.82732974624004, 145.55356988569682, 150.0, 150.0, 81.5895812109023, 54.661723559731556, 53.8704106830801, 53.21010159353553, 53.0, 53.0, 52.79068887146689, 87.84369358039757, 150.0, 150.0, 130.66632048913795, 49.56807552752622, 49.556563058548576, 44.643134864800174, 49.84902106435657, 81.33862902007891, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 113.49694226183642, 55.18503526744948, 54.41155066451398, 54.0, 53.23345930256979, 52.025122227175316, 51.05972846244518, 47.5, 47.5, 47.5, 47.5, 47.2489640137796, 47.0, 44.822385032817806, 44.39015297353464, 44.0, 44.0, 44.0, 41.50873426506111, 41.0, 41.0, 70.22859847001308, 94.75066365573629, 38.62070431690866, 38.11671890201884, 67.4124180012278, 93.0, 92.78438336308952, 65.7416720964625, 91.99022261996299, 92.07510529011556, 112.31230324487414, 90.96450023404023]",67.31370849898477
10061326,302.06601536273956,4228.5,77,[10 39],"[21.40096188718523, 20.517329892749423, 19.762165200454554, 20.024388042710477, 19.549464085834735, 19.540433912550693, 20.0314493461147, 19.322674899710798, 19.309631823917904, 19.968509997071514, 19.912924804542158, 19.14736245544346, 19.116201418035597, 19.089445086440126, 19.066787565490984, 19.04793668089543, 19.0326135499255, 19.66620067856777, 19.01149885035875, 19.005212021276918, 19.001461536421857, 19.000028357180994, 19.000704088908996, 19.003290548216288, 19.00759933756608, 19.407504982090636, 19.02067675544577, 19.029113819065472, 19.70206076194763, 19.175555526970854, 19.060200975908717, 19.072028177313662, 19.084375154171997, 19.09712421850742, 19.115625052613222, 20.06469980245518, 19.813469987368116, 19.59574390899784, 19.406377477897955, 19.241460058985275, 19.194154265612152, 19.21135611821483, 19.222968099647453, 19.234050281397124, 19.24454296791233, 19.254390264355653, 19.26353997893225, 19.271943542159207, 19.28246747595916, 19.288890987796282, 19.29442910434299, 19.299048737255266, 19.302720300612116, 19.3054177534746, 19.734663933473485, 19.61469336438791, 19.486340508493026, 19.3480087713995, 19.302324659900147, 19.298405758009824, 19.2934407444601, 19.501246808258806, 19.570259166036994, 19.337922993860502, 19.48584013385503, 19.970430778813654, 19.789639420177238, 20.045813975279962]","[56.565647244637034, 59.614215560317945, 59.06486259485029, 57.7667370188575, 57.93146163626433, 59.19228680071272, 59.301307484116364, 59.71687119883547, 58.69582709130946, 58.51989127456649, 127.79279188664862, 150.0, 150.0, 88.53955634643137, 59.0, 59.0, 59.0, 59.0, 58.74200027830737, 58.25807460064668, 99.61664160861886, 150.0, 150.0, 115.60005651172483, 55.5, 55.188092804499206, 54.78821369423676, 55.233825101549016, 77.97549555523457, 150.0, 150.0, 150.0, 150.0, 150.0, 128.52741941689987, 83.5836705245163, 55.58409363209938, 55.758878350054054, 61.49606510413836, 60.0, 60.18952955689126, 60.110931547392674, 56.77250584640983, 56.0, 56.0, 55.14808884494288, 54.224356474947236, 54.0, 51.75324877572175, 50.4157824377896, 50.0, 49.331300631999156, 80.89339393175104, 99.0, 46.71587291641757, 84.32645930972984, 97.1522818943822, 131.18536577114412, 150.0, 96.32383068748368, 111.59733216542813, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0]",66.14213562373095
